OC;QTDE;MATERIAL;EAN;TEXTO BREVE;COR;TAMANHO;MAT.FORNCEDOR;RAZÃO SOCIAL;FORNECEDOR;COR FORNECEDOR;PREÇO LÍQ.;POR
4500655585;3;25205128004;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 19;PRETO;19;33581;GRENDENE S A;21086205;AB128;87,19;1
4500655585;6;25205128007;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 20/21;PRETO;20/21;33581;GRENDENE S A;21086205;AB128;87,19;1
4500655585;9;25205128003;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 22;PRETO;22;33581;GRENDENE S A;21086205;AB128;87,19;1
4500655585;9;25205128006;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 23/24;PRETO;23/24;33581;GRENDENE S A;21086205;AB128;87,19;1
4500655585;6;25205128002;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 25;PRETO;25;33581;GRENDENE S A;21086205;AB128;87,19;1
4500655585;6;25205128005;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 26/27;PRETO;26/27;33581;GRENDENE S A;21086205;AB128;87,19;1
4500655585;6;25205128001;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 28;PRETO;28;33581;GRENDENE S A;21086205;AB128;87,19;1
4500655585;4;25205129001;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 17/18;ROSA;17/18;33581;GRENDENE S A;21086205;AB130;87,19;1
4500655585;4;25205129005;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 19;ROSA;19;33581;GRENDENE S A;21086205;AB130;87,19;1
4500655585;8;25205129002;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 20/21;ROSA;20/21;33581;GRENDENE S A;21086205;AB130;87,19;1
4500655585;12;25205129006;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 22;ROSA;22;33581;GRENDENE S A;21086205;AB130;87,19;1
4500655585;12;25205129003;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 23/24;ROSA;23/24;33581;GRENDENE S A;21086205;AB130;87,19;1
4500655585;8;25205129007;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 25;ROSA;25;33581;GRENDENE S A;21086205;AB130;87,19;1
4500655585;9;25205129004;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 26/27;ROSA;26/27;33581;GRENDENE S A;21086205;AB130;87,19;1
4500655585;9;25205129008;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 28;ROSA;28;33581;GRENDENE S A;21086205;AB130;87,19;1
4500655585;3;25205127001;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 17/18;LARANJA;17/18;33581;GRENDENE S A;21086205;AB127;87,19;1
4500655585;3;25205127005;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 19;LARANJA;19;33581;GRENDENE S A;21086205;AB127;87,19;1
4500655585;6;25205127002;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 20/21;LARANJA;20/21;33581;GRENDENE S A;21086205;AB127;87,19;1
4500655585;9;25205127006;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 22;LARANJA;22;33581;GRENDENE S A;21086205;AB127;87,19;1
4500655585;9;25205127003;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 23/24;LARANJA;23/24;33581;GRENDENE S A;21086205;AB127;87,19;1
4500655585;6;25205127007;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 25;LARANJA;25;33581;GRENDENE S A;21086205;AB127;87,19;1
4500655585;6;25205127004;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 26/27;LARANJA;26/27;33581;GRENDENE S A;21086205;AB127;87,19;1
4500655585;6;25205127008;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 28;LARANJA;28;33581;GRENDENE S A;21086205;AB127;87,19;1
4500655585;1;25205126001;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 17/18;VERDE;17/18;33581;GRENDENE S A;21086205;AB126;87,19;1
4500655585;1;25205126005;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 19;VERDE;19;33581;GRENDENE S A;21086205;AB126;87,19;1
4500655585;2;25205126002;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 20/21;VERDE;20/21;33581;GRENDENE S A;21086205;AB126;87,19;1
4500655585;3;25205126006;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 22;VERDE;22;33581;GRENDENE S A;21086205;AB126;87,19;1
4500655585;3;25205126003;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 23/24;VERDE;23/24;33581;GRENDENE S A;21086205;AB126;87,19;1
4500655585;2;25205126007;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 25;VERDE;25;33581;GRENDENE S A;21086205;AB126;87,19;1
4500655585;3;25205126004;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 26/27;VERDE;26/27;33581;GRENDENE S A;21086205;AB126;87,19;1
4500655585;3;25205126008;7,91E+12;Chinelo MINI MELISSA SUNDAY BB, 28;VERDE;28;33581;GRENDENE S A;21086205;AB126;87,19;1
4500655585;2;24048623008;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL, 17/18;ROSA;17/18;32849;GRENDENE S A;21086205;AB671;69,75;1
4500655585;2;24048623004;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL FLY, 19;ROSA;19;32849;GRENDENE S A;21086205;AB671;69,75;1
4500655585;4;24048623007;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL, 20/21;ROSA;20/21;32849;GRENDENE S A;21086205;AB671;69,75;1
4500655585;6;24048623003;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL FLY, 22;ROSA;22;32849;GRENDENE S A;21086205;AB671;69,75;1
4500655585;6;24048623006;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL, 23/24;ROSA;23/24;32849;GRENDENE S A;21086205;AB671;69,75;1
4500655585;4;24048623002;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL FLY, 25;ROSA;25;32849;GRENDENE S A;21086205;AB671;69,75;1
4500655585;6;24048623005;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL, 26/27;ROSA;26/27;32849;GRENDENE S A;21086205;AB671;69,75;1
4500655585;6;24048623001;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL FLY, 28;ROSA;28;32849;GRENDENE S A;21086205;AB671;69,75;1
4500655585;1;24048620001;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL, 17/18;DOURADO;17/18;32849;GRENDENE S A;21086205;AB663;69,75;1
4500655585;1;24048620005;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL FLY, 19;DOURADO;19;32849;GRENDENE S A;21086205;AB663;69,75;1
4500655585;2;24048620002;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL, 20/21;DOURADO;20/21;32849;GRENDENE S A;21086205;AB663;69,75;1
4500655585;3;24048620006;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL FLY, 22;DOURADO;22;32849;GRENDENE S A;21086205;AB663;69,75;1
4500655585;3;24048620003;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL, 23/24;DOURADO;23/24;32849;GRENDENE S A;21086205;AB663;69,75;1
4500655585;2;24048620007;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL FLY, 25;DOURADO;25;32849;GRENDENE S A;21086205;AB663;69,75;1
4500655585;3;24048620004;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL, 26/27;DOURADO;26/27;32849;GRENDENE S A;21086205;AB663;69,75;1
4500655585;3;24048620008;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL FLY, 28;DOURADO;28;32849;GRENDENE S A;21086205;AB663;69,75;1
4500655585;1;24048622001;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL, 17/18;LILAS;17/18;32849;GRENDENE S A;21086205;AB670;69,75;1
4500655585;1;24048622005;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL FLY, 19;LILAS;19;32849;GRENDENE S A;21086205;AB670;69,75;1
4500655585;2;24048622002;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL, 20/21;LILAS;20/21;32849;GRENDENE S A;21086205;AB670;69,75;1
4500655585;3;24048622006;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL FLY, 22;LILAS;22;32849;GRENDENE S A;21086205;AB670;69,75;1
4500655585;3;24048622003;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL, 23/24;LILAS;23/24;32849;GRENDENE S A;21086205;AB670;69,75;1
4500655585;2;24048622007;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL FLY, 25;LILAS;25;32849;GRENDENE S A;21086205;AB670;69,75;1
4500655585;3;24048622004;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL, 26/27;LILAS;26/27;32849;GRENDENE S A;21086205;AB670;69,75;1
4500655585;3;24048622008;7,91E+12;SAPATILHA MINI MELISSA ULTRAGIRL FLY, 28;LILAS;28;32849;GRENDENE S A;21086205;AB670;69,75;1
4500655585;3;25205462006;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 28;ROSA;28;33629;GRENDENE S A;21086205;AC175;104,63;1
4500655585;3;25205462005;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 29;ROSA;29;33629;GRENDENE S A;21086205;AC175;104,63;1
4500655585;3;25205462004;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 30;ROSA;30;33629;GRENDENE S A;21086205;AC175;104,63;1
4500655585;3;25205462003;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 31;ROSA;31;33629;GRENDENE S A;21086205;AC175;104,63;1
4500655585;3;25205462002;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 32;ROSA;32;33629;GRENDENE S A;21086205;AC175;104,63;1
4500655585;3;25205462001;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 33;ROSA;33;33629;GRENDENE S A;21086205;AC175;104,63;1
4500655585;3;25205461002;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 28;MULTICOLORIDO;28;33629;GRENDENE S A;21086205;AC174;104,63;1
4500655585;3;25205461003;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 29;MULTICOLORIDO;29;33629;GRENDENE S A;21086205;AC174;104,63;1
4500655585;3;25205461004;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 30;MULTICOLORIDO;30;33629;GRENDENE S A;21086205;AC174;104,63;1
4500655585;3;25205461005;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 31;MULTICOLORIDO;31;33629;GRENDENE S A;21086205;AC174;104,63;1
4500655585;3;25205461006;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 32;MULTICOLORIDO;32;33629;GRENDENE S A;21086205;AC174;104,63;1
4500655585;3;25205461007;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 33;MULTICOLORIDO;33;33629;GRENDENE S A;21086205;AC174;104,63;1
4500655585;1;25208983001;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 28;VERDE;28;33629;GRENDENE S A;21086205;AC177;104,63;1
4500655585;1;25208983002;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 29;VERDE;29;33629;GRENDENE S A;21086205;AC177;104,63;1
4500655585;1;25208983003;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 30;VERDE;30;33629;GRENDENE S A;21086205;AC177;104,63;1
4500655585;1;25208983004;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 31;VERDE;31;33629;GRENDENE S A;21086205;AC177;104,63;1
4500655585;1;25208983005;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 32;VERDE;32;33629;GRENDENE S A;21086205;AC177;104,63;1
4500655585;1;25208983006;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 33;VERDE;33;33629;GRENDENE S A;21086205;AC177;104,63;1
4500655585;3;25205463002;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 28;LILAS;28;33629;GRENDENE S A;21086205;AC176;104,63;1
4500655585;3;25205463003;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 29;LILAS;29;33629;GRENDENE S A;21086205;AC176;104,63;1
4500655585;3;25205463004;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 30;LILAS;30;33629;GRENDENE S A;21086205;AC176;104,63;1
4500655585;3;25205463005;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 31;LILAS;31;33629;GRENDENE S A;21086205;AC176;104,63;1
4500655585;3;25205463006;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 32;LILAS;32;33629;GRENDENE S A;21086205;AC176;104,63;1
4500655585;3;25205463007;7,91E+12;Chinelo MINI MELISSA CLOUD SLIDE +, 33;LILAS;33;33629;GRENDENE S A;21086205;AC176;104,63;1
4500655585;1;25205407008;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL, 17/18;VERDE;17/18;33628;GRENDENE S A;21086205;AC246;93;1
4500655585;1;25205407004;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL +, 19;VERDE;19;33628;GRENDENE S A;21086205;AC246;93;1
4500655585;2;25205407007;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL, 20/21;VERDE;20/21;33628;GRENDENE S A;21086205;AC246;93;1
4500655585;3;25205407003;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL +, 22;VERDE;22;33628;GRENDENE S A;21086205;AC246;93;1
4500655585;3;25205407006;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL, 23/24;VERDE;23/24;33628;GRENDENE S A;21086205;AC246;93;1
4500655585;2;25205407002;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL +, 25;VERDE;25;33628;GRENDENE S A;21086205;AC246;93;1
4500655585;3;25205407005;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL, 26/27;VERDE;26/27;33628;GRENDENE S A;21086205;AC246;93;1
4500655585;3;25205407001;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL +, 28;VERDE;28;33628;GRENDENE S A;21086205;AC246;93;1
4500655585;3;25205405001;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL, 17/18;ROSA;17/18;33628;GRENDENE S A;21086205;AC236;93;1
4500655585;3;25205405005;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL +, 19;ROSA;19;33628;GRENDENE S A;21086205;AC236;93;1
4500655585;6;25205405002;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL, 20/21;ROSA;20/21;33628;GRENDENE S A;21086205;AC236;93;1
4500655585;9;25205405006;7,91E+12;Chinelo MINI MELISSA CLOUD SANDAL +, 22;ROSA;22;33628;GRENDENE S A;21086205;AC236;93;1
4500655585;1;18869447002;7,91E+12;Sandalia MEL FLOX INF, 32/33;PRETO;32/33;31735;GRENDENE S A;21086205;1003;81,38;1
4500655585;1;25205400006;7,91E+12;Galocha MINI MELISSA RAIN BOOT II, 17/18;ROSA;17/18;33615;GRENDENE S A;21086205;AB198;116,25;1
4500655585;1;25205400003;7,91E+12;Galocha MINI MELISSA RAIN BOOT III B, 19;ROSA;19;33615;GRENDENE S A;21086205;AB198;116,25;1
4500655585;2;25205400005;7,91E+12;Galocha MINI MELISSA RAIN BOOT II, 20/21;ROSA;20/21;33615;GRENDENE S A;21086205;AB198;116,25;1
4500655585;3;25205400002;7,91E+12;Galocha MINI MELISSA RAIN BOOT III B, 22;ROSA;22;33615;GRENDENE S A;21086205;AB198;116,25;1
4500655585;3;25205400004;7,91E+12;Galocha MINI MELISSA RAIN BOOT II, 23/24;ROSA;23/24;33615;GRENDENE S A;21086205;AB198;116,25;1
4500655585;2;25205400001;7,91E+12;Galocha MINI MELISSA RAIN BOOT III B, 25;ROSA;25;33615;GRENDENE S A;21086205;AB198;116,25;1
4500655585;2;25205403001;7,91E+12;Galocha MINI MELISSA RAIN BOOT II, 17/18;ROSA;17/18;33615;GRENDENE S A;21086205;AB206;116,25;1
4500655585;2;25205403004;7,91E+12;Galocha MINI MELISSA RAIN BOOT III B, 19;ROSA;19;33615;GRENDENE S A;21086205;AB206;116,25;1
4500655585;4;25205403002;7,91E+12;Galocha MINI MELISSA RAIN BOOT II, 20/21;ROSA;20/21;33615;GRENDENE S A;21086205;AB206;116,25;1
4500655585;6;25205403005;7,91E+12;Galocha MINI MELISSA RAIN BOOT III B, 22;ROSA;22;33615;GRENDENE S A;21086205;AB206;116,25;1
4500655585;6;25205403003;7,91E+12;Galocha MINI MELISSA RAIN BOOT II, 23/24;ROSA;23/24;33615;GRENDENE S A;21086205;AB206;116,25;1
4500655585;4;25205403006;7,91E+12;Galocha MINI MELISSA RAIN BOOT III B, 25;ROSA;25;33615;GRENDENE S A;21086205;AB206;116,25;1
4500655585;1;25205401001;7,91E+12;Galocha MINI MELISSA RAIN BOOT II, 17/18;VERDE;17/18;33615;GRENDENE S A;21086205;AB202;116,25;1
4500655585;2;25205401004;7,91E+12;Galocha MINI MELISSA RAIN BOOT III B, 19;VERDE;19;33615;GRENDENE S A;21086205;AB202;116,25;1
4500655585;3;25205401002;7,91E+12;Galocha MINI MELISSA RAIN BOOT II, 20/21;VERDE;20/21;33615;GRENDENE S A;21086205;AB202;116,25;1
4500655585;3;25205401005;7,91E+12;Galocha MINI MELISSA RAIN BOOT III B, 22;VERDE;22;33615;GRENDENE S A;21086205;AB202;116,25;1
4500655585;2;25205401003;7,91E+12;Galocha MINI MELISSA RAIN BOOT II, 23/24;VERDE;23/24;33615;GRENDENE S A;21086205;AB202;116,25;1
4500655585;1;25205401006;7,91E+12;Galocha MINI MELISSA RAIN BOOT III B, 25;VERDE;25;33615;GRENDENE S A;21086205;AB202;116,25;1
4500655585;2;25205402006;7,91E+12;Galocha MINI MELISSA RAIN BOOT II, 17/18;PRETO;17/18;33615;GRENDENE S A;21086205;AB203;116,25;1
4500655585;2;25205402003;7,91E+12;Galocha MINI MELISSA RAIN BOOT III B, 19;PRETO;19;33615;GRENDENE S A;21086205;AB203;116,25;1
4500655585;4;25205402005;7,91E+12;Galocha MINI MELISSA RAIN BOOT II, 20/21;PRETO;20/21;33615;GRENDENE S A;21086205;AB203;116,25;1
4500655585;6;25205402002;7,91E+12;Galocha MINI MELISSA RAIN BOOT III B, 22;PRETO;22;33615;GRENDENE S A;21086205;AB203;116,25;1
4500655585;6;25205402004;7,91E+12;Galocha MINI MELISSA RAIN BOOT II, 23/24;PRETO;23/24;33615;GRENDENE S A;21086205;AB203;116,25;1
4500655585;4;25205402001;7,91E+12;Galocha MINI MELISSA RAIN BOOT III B, 25;PRETO;25;33615;GRENDENE S A;21086205;AB203;116,25;1
4500655585;4;24048724007;7,91E+12;Sandalia MINI MELISSA POSSESSION, 26/27;PRATA;26/27;33521;GRENDENE S A;21086205;54137;87,19;1
4500655585;4;24048724006;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 28;PRATA;28;33521;GRENDENE S A;21086205;54137;87,19;1
4500655585;4;24048724005;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 29;PRATA;29;33521;GRENDENE S A;21086205;54137;87,19;1
4500655585;4;24048724004;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 30;PRATA;30;33521;GRENDENE S A;21086205;54137;87,19;1
4500655585;4;24048724003;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 31;PRATA;31;33521;GRENDENE S A;21086205;54137;87,19;1
4500655585;2;24048724002;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 32;PRATA;32;33521;GRENDENE S A;21086205;54137;87,19;1
4500655585;2;24048724001;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 33;PRATA;33;33521;GRENDENE S A;21086205;54137;87,19;1
4500655585;2;24048725001;7,91E+12;Sandalia MINI MELISSA POSSESSION, 26/27;COBRE;26/27;33521;GRENDENE S A;21086205;54138;87,19;1
4500655585;2;24048725002;7,91E+12;Sandalia MINI MELISSA POSSESSION SHI, 28;COBRE;28;33521;GRENDENE S A;21086205;54138;87,19;1
